Recording,Recording1,Recording1,Recording1
Number_of_Visits.た,1,1,1
Number_of_Visits.地,0,0,0
Number_of_Visits.上,1,1,1
Number_of_Visits.付,0,0,0
Number_of_Visits.近,1,1,1
Number_of_Visits.の,0,0,0
Number_of_Visits.湿,2,2,2
Number_of_Visits.っ,0,0,0
Number_of_Visits.た,1,1,1
Number_of_Visits.空,1,1,1
Number_of_Visits.気,0,0,0
Number_of_Visits.が,2,2,2
Number_of_Visits.強,0,0,0
Number_of_Visits.い,1,1,1
Number_of_Visits.上,0,0,0
Number_of_Visits.昇,0,0,0
Number_of_Visits.気,1,1,1
Number_of_Visits.流,0,0,0
Number_of_Visits.で,0,0,0
Number_of_Visits.上,0,0,0
Number_of_Visits.昇,0,0,0
Number_of_Visits.し,1,1,1
Number_of_Visits.雲,0,0,0
Number_of_Visits.と,1,1,1
Number_of_Visits.な,0,0,0
Number_of_Visits.り,0,0,0
Number_of_Visits.、,0,0,0
Number_of_Visits.上,0,0,0
Number_of_Visits.空,0,0,0
Number_of_Visits.ま,0,0,0
Number_of_Visits.で,1,1,1
Number_of_Visits.達,1,1,1
Number_of_Visits.す,0,0,0
Number_of_Visits.る,1,1,1
Number_of_Visits.積,0,0,0
Number_of_Visits.乱,1,1,1
Number_of_Visits.雲,1,1,1
Number_of_Visits.を,0,0,0
Number_of_Visits.作,0,0,0
Number_of_Visits.る,1,1,1
Number_of_Visits.の,1,1,1
Number_of_Visits.で,0,0,0
Number_of_Visits.あ,1,1,1
Number_of_Visits.る,0,0,0
Number_of_Visits.。,1,1,1
Number_of_Visits.こ,0,0,0
Number_of_Visits.の,0,0,0
Number_of_Visits.よ,0,0,0
Number_of_Visits.う,1,1,1
Number_of_Visits.な,1,1,1
Number_of_Visits.夏,0,0,0
Number_of_Visits.の,3,3,3
Number_of_Visits.典,0,0,0
Number_of_Visits.型,3,3,3
Number_of_Visits.的,1,1,1
Number_of_Visits.な,1,1,1
Number_of_Visits.気,1,1,1
Number_of_Visits.圧,2,2,2
Number_of_Visits.配,1,1,1
Number_of_Visits.置,1,1,1
Number_of_Visits.を,0,0,0
Number_of_Visits.南,0,0,0
Number_of_Visits.高,1,1,1
Number_of_Visits.北,1,1,1
Number_of_Visits.低,1,1,1
Number_of_Visits.型,1,1,1
Number_of_Visits.と,0,0,0
Number_of_Visits.い,0,0,0
Number_of_Visits.う,0,0,0
Number_of_Visits.。,0,0,0
Number_of_Visits.高,0,0,0
Number_of_Visits.気,1,1,1
Number_of_Visits.圧,0,0,0
Number_of_Visits.が,0,0,0
Number_of_Visits.東,0,0,0
Number_of_Visits.シ,2,2,2
Number_of_Visits.ナ,0,0,0
Number_of_Visits.海,0,0,0
Number_of_Visits.や,0,0,0
Number_of_Visits.朝,1,1,1
Number_of_Visits.鮮,1,1,1
Number_of_Visits.半,0,0,0
Number_of_Visits.島,0,0,0
Number_of_Visits.に,0,0,0
Number_of_Visits.ま,0,0,0
Number_of_Visits.で,0,0,0
Number_of_Visits.張,1,1,1
Number_of_Visits.り,0,0,0
Number_of_Visits.出,1,1,1
Number_of_Visits.し,0,0,0
Number_of_Visits.膨,1,1,1
Number_of_Visits.ら,1,1,1
Number_of_Visits.ん,1,1,1
Number_of_Visits.だ,1,1,1
Number_of_Visits.形,0,0,0
Number_of_Visits.に,1,1,1
Number_of_Visits.な,2,2,2
Number_of_Visits.っ,0,0,0
Number_of_Visits.た,0,0,0
Number_of_Visits.り,0,0,0
Number_of_Visits.、,0,0,0
Number_of_Visits.副,0,0,0
Number_of_Visits.次,4,4,4
Number_of_Visits.的,1,1,1
Number_of_Visits.な,0,0,0
Number_of_Visits.高,2,2,2
Number_of_Visits.気,0,0,0
Number_of_Visits.圧,1,1,1
Number_of_Visits.が,0,0,0
Number_of_Visits.で,0,0,0
Number_of_Visits.き,0,0,0
Number_of_Visits.た,1,1,1
Number_of_Visits.り,1,1,1
Number_of_Visits.す,0,0,0
Number_of_Visits.る,0,0,0
Number_of_Visits.と,0,0,0
Number_of_Visits.、,0,0,0
Number_of_Visits.ほ,1,1,1
Number_of_Visits.ぼ,0,0,0
Number_of_Visits.無,2,2,2
Number_of_Visits.風,1,1,1
Number_of_Visits.に,0,0,0
Number_of_Visits.な,0,0,0
Number_of_Visits.り,0,0,0
Number_of_Visits.、,0,0,0
Number_of_Visits.高,0,0,0
Number_of_Visits.気,1,1,1
Number_of_Visits.圧,2,2,2
Number_of_Visits.の,0,0,0
Number_of_Visits.勢,1,1,1
Number_of_Visits.力,1,1,1
Number_of_Visits.が,0,0,0
Number_of_Visits.強,0,0,0
Number_of_Visits.い,1,1,1
Number_of_Visits.の,0,0,0
Number_of_Visits.で,0,0,0
Number_of_Visits.天,1,1,1
Number_of_Visits.気,0,0,0
Number_of_Visits.も,0,0,0
Number_of_Visits.し,0,0,0
Number_of_Visits.ば,0,0,0
Number_of_Visits.ら,1,1,1
Number_of_Visits.く,0,0,0
Number_of_Visits.崩,0,0,0
Number_of_Visits.れ,0,0,0
Number_of_Visits.ず,1,1,1
Number_of_Visits.、,0,0,0
Number_of_Visits.西,0,0,0
Number_of_Visits.日,0,0,0
Number_of_Visits.本,0,0,0
Number_of_Visits.を,0,0,0
Number_of_Visits.中,1,1,1
Number_of_Visits.心,0,0,0
Number_of_Visits.に,0,0,0
Number_of_Visits.猛,0,0,0
Number_of_Visits.暑,0,0,0
Number_of_Visits.が,0,0,0
Number_of_Visits.続,1,1,1
Number_of_Visits.く,0,0,0
Number_of_Visits.が,0,0,0
Number_of_Visits.、,0,0,0
Number_of_Visits.こ,0,0,0
Number_of_Visits.の,0,0,0
Number_of_Visits.よ,0,0,0
Number_of_Visits.う,0,0,0
Number_of_Visits.な,0,0,0
Number_of_Visits.気,0,0,0
Number_of_Visits.圧,0,0,0
Number_of_Visits.配,0,0,0
Number_of_Visits.置,1,1,1
Number_of_Visits.を,1,1,1
Number_of_Visits.等,0,0,0
Number_of_Visits.圧,0,0,0
Number_of_Visits.線,2,2,2
Number_of_Visits.の,0,0,0
Number_of_Visits.形,0,0,0
Number_of_Visits.か,0,0,0
Number_of_Visits.ら,0,0,0
Number_of_Visits.鯨,0,0,0
Number_of_Visits.の,0,0,0
Number_of_Visits.尾,1,1,1
Number_of_Visits.型,0,0,0
Number_of_Visits.と,0,0,0
Number_of_Visits.い,1,1,1
Number_of_Visits.う,1,1,1
Number_of_Visits.。,0,0,0
Number_of_Visits.風,0,0,0
Number_of_Visits.が,2,2,2
Number_of_Visits.弱,0,0,0
Number_of_Visits.く,0,0,0
Number_of_Visits.日,0,0,0
Number_of_Visits.射,2,2,2
Number_of_Visits.が,0,0,0
Number_of_Visits.強,2,2,2
Number_of_Visits.け,1,1,1
Number_of_Visits.れ,1,1,1
Number_of_Visits.ば,0,0,0
Number_of_Visits.、,0,0,0
Number_of_Visits.昼,0,0,0
Number_of_Visits.間,2,2,2
Number_of_Visits.は,0,0,0
Number_of_Visits.海,2,2,2
Number_of_Visits.風,1,1,1
Number_of_Visits.、,1,1,1
Number_of_Visits.夜,1,1,1
Number_of_Visits.間,0,0,0
Number_of_Visits.は,0,0,0
Number_of_Visits.陸,2,2,2
Number_of_Visits.風,0,0,0
Number_of_Visits.と,0,0,0
Number_of_Visits.い,1,1,1
Number_of_Visits.う,0,0,0
Number_of_Visits.海,0,0,0
Number_of_Visits.陸,1,1,1
Number_of_Visits.風,2,2,2
Number_of_Visits.が,1,1,1
Number_of_Visits.は,1,1,1
Number_of_Visits.っ,0,0,0
Number_of_Visits.き,0,0,0
Number_of_Visits.り,1,1,1
Number_of_Visits.と,0,0,0
Number_of_Visits.現,0,0,0
Number_of_Visits.れ,1,1,1
Number_of_Visits.る,0,0,0
Number_of_Visits.地,1,1,1
Number_of_Visits.域,2,2,2
Number_of_Visits.が,0,0,0
Number_of_Visits.多,2,2,2
Number_of_Visits.い,1,1,1
Number_of_Visits.。,1,1,1
Number_of_Visits.8,0,0,0
Number_of_Visits.月,0,0,0
Number_of_Visits.7,0,0,0
Number_of_Visits.日,0,0,0
Number_of_Visits.前,0,0,0
Number_of_Visits.後,0,0,0
Number_of_Visits.の,0,0,0
Number_of_Visits.立,1,1,1
Number_of_Visits.秋,0,0,0
Number_of_Visits.の,1,1,1
Number_of_Visits.頃,2,2,2
Number_of_Visits.が,0,0,0
Number_of_Visits.最,1,1,1
Number_of_Visits.も,0,0,0
Number_of_Visits.暑,1,1,1
Number_of_Visits.く,0,0,0
Number_of_Visits.な,0,0,0
Number_of_Visits.る,1,1,1
Number_of_Visits.。,0,0,0
Number_of_Visits.一,0,0,0
Number_of_Visits.方,1,1,1
Number_of_Visits.、,0,0,0
Number_of_Visits.日,0,0,0
Number_of_Visits.本,2,2,2
Number_of_Visits.に,0,0,0
Number_of_Visits.暑,0,0,0
Number_of_Visits.い,0,0,0
Number_of_Visits.夏,1,1,1
Number_of_Visits.を,0,0,0
Number_of_Visits.も,0,0,0
Number_of_Visits.た,0,0,0
Number_of_Visits.ら,1,1,1
Number_of_Visits.す,0,0,0
Number_of_Visits.気,0,0,0
Number_of_Visits.圧,0,0,0
Number_of_Visits.配,2,2,2
Number_of_Visits.置,0,0,0
Number_of_Visits.は,0,0,0
Number_of_Visits.年,0,0,0
Number_of_Visits.に,3,3,3
Number_of_Visits.よ,0,0,0
Number_of_Visits.っ,1,1,1
Number_of_Visits.て,0,0,0
Number_of_Visits.は,1,1,1
Number_of_Visits.崩,1,1,1
Number_of_Visits.れ,0,0,0
Number_of_Visits.、,0,0,0
Number_of_Visits.太,0,0,0
Number_of_Visits.平,0,0,0
Number_of_Visits.洋,0,0,0
Number_of_Visits.高,0,0,0
Number_of_Visits.気,1,1,1
Number_of_Visits.圧,0,0,0
Number_of_Visits.の,0,0,0
Number_of_Visits.勢,0,0,0
Number_of_Visits.力,0,0,0
Number_of_Visits.が,2,2,2
Number_of_Visits.弱,0,0,0
Number_of_Visits.い,1,1,1
Number_of_Visits.と,0,0,0
Number_of_Visits.、,0,0,0
Number_of_Visits.オ,0,0,0
Number_of_Visits.ホ,0,0,0
Number_of_Visits.ー,0,0,0
Number_of_Visits.ツ,0,0,0
Number_of_Visits.ク,0,0,0
Number_of_Visits.海,2,2,2
Number_of_Visits.高,0,0,0
Number_of_Visits.気,0,0,0
Number_of_Visits.圧,0,0,0
Number_of_Visits.が,0,0,0
Number_of_Visits.北,1,1,1
Number_of_Visits.か,1,1,1
Number_of_Visits.ら,0,0,0
Number_of_Visits.張,1,1,1
Number_of_Visits.り,1,1,1
Number_of_Visits.出,1,1,1
Number_of_Visits.し,0,0,0
Number_of_Visits.て,0,0,0
Number_of_Visits.長,0,0,0
Number_of_Visits.く,1,1,1
Number_of_Visits.と,1,1,1
Number_of_Visits.ど,0,0,0
Number_of_Visits.ま,0,0,0
Number_of_Visits.り,0,0,0
Number_of_Visits.、,0,0,0
Number_of_Visits.北,1,1,1
Number_of_Visits.海,0,0,0
Number_of_Visits.道,0,0,0
Number_of_Visits.や,1,1,1
Number_of_Visits.東,0,0,0
Number_of_Visits.北,0,0,0
Number_of_Visits.地,1,1,1
Number_of_Visits.方,0,0,0
Number_of_Visits.に,0,0,0
Number_of_Visits.や,1,1,1
Number_of_Visits.ま,0,0,0
Number_of_Visits.せ,0,0,0
Number_of_Visits.と,0,0,0
Number_of_Visits.呼,0,0,0
Number_of_Visits.ば,1,1,1
Number_of_Visits.れ,0,0,0
Number_of_Visits.る,1,1,1
Number_of_Visits.冷,0,0,0
Number_of_Visits.た,0,0,0
Number_of_Visits.い,1,1,1
Number_of_Visits.北,0,0,0
Number_of_Visits.東,1,1,1
Number_of_Visits.の,0,0,0
Number_of_Visits.風,1,1,1
Number_of_Visits.が,0,0,0
Number_of_Visits.吹,1,1,1
Number_of_Visits.き,1,1,1
Number_of_Visits.込,0,0,0
Number_of_Visits.む,1,1,1
Number_of_Visits.。,0,0,0
Number_of_Visits.そ,0,0,0
Number_of_Visits.の,0,0,0
Number_of_Visits.よ,0,0,0
Number_of_Visits.う,0,0,0
Number_of_Visits.な,1,1,1
Number_of_Visits.年,0,0,0
Number_of_Visits.に,0,0,0
Number_of_Visits.は,1,1,1
Number_of_Visits.梅,2,2,2
Number_of_Visits.雨,0,0,0
Number_of_Visits.前,1,1,1
Number_of_Visits.線,0,0,0
Number_of_Visits.の,1,1,1
Number_of_Visits.北,1,1,1
Number_of_Visits.上,1,1,1
Number_of_Visits.が,1,1,1
Number_of_Visits.進,1,1,1
Number_of_Visits.ま,0,0,0
Number_of_Visits.ず,0,0,0
Number_of_Visits.、,1,1,1
Number_of_Visits.低,1,1,1
Number_of_Visits.温,1,1,1
Number_of_Visits.や,2,2,2
Number_of_Visits.日,1,1,1
Number_of_Visits.照,1,1,1
Number_of_Visits.不,1,1,1
Number_of_Visits.足,0,0,0
Number_of_Visits.に,1,1,1
Number_of_Visits.よ,0,0,0
Number_of_Visits.り,0,0,0
Number_of_Visits.冷,0,0,0
Number_of_Visits.害,1,1,1
Number_of_Visits.が,0,0,0
Number_of_Visits.発,0,0,0
Number_of_Visits.生,0,0,0
Number_of_Visits.す,1,1,1
Number_of_Visits.る,0,0,0
Number_of_Visits.。,0,0,0
Number_of_Visits.ま,0,0,0
Number_of_Visits.た,0,0,0
Number_of_Visits.、,0,0,0
Number_of_Visits.主,0,0,0
Number_of_Visits.に,0,0,0
Number_of_Visits.7,0,0,0
Number_of_Visits.月,0,0,0
Number_of_Visits.か,0,0,0
Number_of_Visits.ら,0,0,0
Number_of_Visits.9,0,0,0
Number_of_Visits.月,0,0,0
Number_of_Visits.に,0,0,0
Number_of_Visits.は,1,1,1
Number_of_Visits.、,0,0,0
Number_of_Visits.台,0,0,0
Number_of_Visits.風,1,1,1
Number_of_Visits.が,0,0,0
Number_of_Visits.日,0,0,0
Number_of_Visits.本,1,1,1
Number_of_Visits.に,0,0,0
Number_of_Visits.接,0,0,0
Number_of_Visits.近,0,0,0
Number_of_Visits.す,0,0,0
Number_of_Visits.る,0,0,0
Number_of_Visits.こ,0,0,0
Number_of_Visits.と,0,0,0
Number_of_Visits.が,0,0,0
Number_of_Visits.あ,0,0,0
Number_of_Visits.る,0,0,0
Number_of_Visits.。,0,0,0
Number_of_Visits.詳,0,0,0
Number_of_Visits.し,0,0,0
Number_of_Visits.く,0,0,0
Number_of_Visits.は,0,0,0
Number_of_Visits.#,0,0,0
Number_of_Visits.台,0,0,0
Number_of_Visits.風,0,0,0
Number_of_Visits.を,0,0,0
Number_of_Visits.参,0,0,0
Number_of_Visits.照,0,0,0
Number_of_Visits.の,0,0,0
Number_of_Visits.こ,0,0,0
Number_of_Visits.と,0,0,0
Number_of_Visits.。,0,0,0
Time_to_first_Visit.梅雨明けと共に日本の真夏は始まる。,385,385,79025
Time_to_first_Visit.大暑（7月23日頃）の頃には日本の大部分は梅雨明けし、本格的な夏の暑さを迎える。,4535,4535,83175
Time_to_first_Visit.梅雨明けの直後は、梅雨明け十日といい、太平洋高気圧の勢力が強く気圧配置が安定しているので穏やかな晴天が続くことが多く、夕立も発生しにくいので、レジャーには最適だという意見もある。,3268,3268,81908
Time_to_first_Visit.これは、梅雨前線を押し上げた小笠原高気圧の強い状態が、小笠原高気圧の活動の強弱の周期、つまり10日くらい続くためである。,268,268,78908
Time_to_first_Visit.日本列島に張り出してくる小笠原高気圧から暖かく湿った空気が日本列島に入り、気圧の差が小さく、等圧線の間隔が広いために風も弱いので非常に蒸し暑くなる。,0,0,78640
Time_to_first_Visit.風が弱い上に湿度が高いため、体感温度は熱帯地方を上回るほどである。,44652,44652,123292
Time_to_first_Visit.さらに、高い湿度が局地的に積乱雲を発生させ、雷を伴い激しく雨が降る夕立が起こりやすい。,59743,59743,138383
Time_to_first_Visit.夏の強い日射で暖まった地上付近の湿った空気が強い上昇気流で上昇し雲となり、上空まで達する積乱雲を作るのである。,63443,63443,142083
Time_to_first_Visit.このような夏の典型的な気圧配置を南高北低型という。,74276,74276,152916
Time_to_first_Visit.高気圧が東シナ海や朝鮮半島にまで張り出し膨らんだ形になったり、副次的な高気圧ができたりすると、ほぼ無風になり、高気圧の勢力が強いので天気もしばらく崩れず、西日本を中心に猛暑が続くが、このような気圧配置を等圧線の形から鯨の尾型という。,89610,89610,168250
Time_to_first_Visit.風が弱く日射が強ければ、昼間は海風、夜間は陸風という海陸風がはっきりと現れる地域が多い。,109501,109501,188141
Time_to_first_Visit.8月7日前後の立秋の頃が最も暑くなる。,120726,120726,199366
Time_to_first_Visit.一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,131093,131093,209733
Time_to_first_Visit.そのような年には梅雨前線の北上が進まず、低温や日照不足により冷害が発生する。,142918,142918,221558
Time_to_first_Visit.また、主に7月から9月には、台風が日本に接近することがある。,151801,151801,230441
Time_to_first_Visit.詳しくは#台風を参照のこと。,,,
Time_to_first_Visit.梅,,,
Time_to_first_Visit.雨,,,
Time_to_first_Visit.明,,,
Time_to_first_Visit.け,385,385,79025
Time_to_first_Visit.と,,,
Time_to_first_Visit.共,,,
Time_to_first_Visit.に,2093,2093,80733
Time_to_first_Visit.日,,,
Time_to_first_Visit.本,,,
Time_to_first_Visit.の,,,
Time_to_first_Visit.真,2610,2610,81250
Time_to_first_Visit.夏,,,
Time_to_first_Visit.は,2802,2802,81442
Time_to_first_Visit.始,,,
Time_to_first_Visit.ま,,,
Time_to_first_Visit.る,,,
Time_to_first_Visit.。,3018,3018,81658
Time_to_first_Visit.大,,,
Time_to_first_Visit.暑,,,
Time_to_first_Visit.（,,,
Time_to_first_Visit.7,,,
Time_to_first_Visit.月,,,
Time_to_first_Visit.2,,,
Time_to_first_Visit.3,,,
Time_to_first_Visit.日,,,
Time_to_first_Visit.頃,,,
Time_to_first_Visit.）,,,
Time_to_first_Visit.の,,,
Time_to_first_Visit.頃,,,
Time_to_first_Visit.に,,,
Time_to_first_Visit.は,,,
Time_to_first_Visit.日,,,
Time_to_first_Visit.本,,,
Time_to_first_Visit.の,,,
Time_to_first_Visit.大,4535,4535,83175
Time_to_first_Visit.部,5943,5943,84583
Time_to_first_Visit.分,,,
Time_to_first_Visit.は,,,
Time_to_first_Visit.梅,,,
Time_to_first_Visit.雨,6352,6352,84992
Time_to_first_Visit.明,,,
Time_to_first_Visit.け,,,
Time_to_first_Visit.し,,,
Time_to_first_Visit.、,,,
Time_to_first_Visit.本,,,
Time_to_first_Visit.格,,,
Time_to_first_Visit.的,,,
Time_to_first_Visit.な,6985,6985,85625
Time_to_first_Visit.夏,,,
Time_to_first_Visit.の,,,
Time_to_first_Visit.暑,,,
Time_to_first_Visit.さ,,,
Time_to_first_Visit.を,7327,7327,85967
Time_to_first_Visit.迎,,,
Time_to_first_Visit.え,,,
Time_to_first_Visit.る,,,
Time_to_first_Visit.。,,,
Time_to_first_Visit.梅,,,
Time_to_first_Visit.雨,,,
Time_to_first_Visit.明,,,
Time_to_first_Visit.け,8577,8577,87217
Time_to_first_Visit.の,,,
Time_to_first_Visit.直,,,
Time_to_first_Visit.後,8835,8835,87475
Time_to_first_Visit.は,,,
Time_to_first_Visit.、,,,
Time_to_first_Visit.梅,,,
Time_to_first_Visit.雨,,,
Time_to_first_Visit.明,9152,9152,87792
Time_to_first_Visit.け,,,
Time_to_first_Visit.十,,,
Time_to_first_Visit.日,10352,10352,88992
Time_to_first_Visit.と,,,
Time_to_first_Visit.い,10643,10643,89283
Time_to_first_Visit.い,,,
Time_to_first_Visit.、,,,
Time_to_first_Visit.太,,,
Time_to_first_Visit.平,,,
Time_to_first_Visit.洋,11002,11002,89642
Time_to_first_Visit.高,,,
Time_to_first_Visit.気,,,
Time_to_first_Visit.圧,3268,3268,81908
Time_to_first_Visit.の,12135,12135,90775
Time_to_first_Visit.勢,,,
Time_to_first_Visit.力,,,
Time_to_first_Visit.が,3685,3685,82325
Time_to_first_Visit.強,,,
Time_to_first_Visit.く,,,
Time_to_first_Visit.気,12668,12668,91308
Time_to_first_Visit.圧,,,
Time_to_first_Visit.配,4177,4177,82817
Time_to_first_Visit.置,,,
Time_to_first_Visit.が,,,
Time_to_first_Visit.安,,,
Time_to_first_Visit.定,,,
Time_to_first_Visit.し,,,
Time_to_first_Visit.て,,,
Time_to_first_Visit.い,,,
Time_to_first_Visit.る,,,
Time_to_first_Visit.の,,,
Time_to_first_Visit.で,,,
Time_to_first_Visit.穏,18010,18010,96650
Time_to_first_Visit.や,13735,13735,92375
Time_to_first_Visit.か,,,
Time_to_first_Visit.な,6643,6643,85283
Time_to_first_Visit.晴,14102,14102,92742
Time_to_first_Visit.天,,,
Time_to_first_Visit.が,18518,18518,97158
Time_to_first_Visit.続,14352,14352,92992
Time_to_first_Visit.く,,,
Time_to_first_Visit.こ,17885,17885,96525
Time_to_first_Visit.と,,,
Time_to_first_Visit.が,14543,14543,93183
Time_to_first_Visit.多,,,
Time_to_first_Visit.く,,,
Time_to_first_Visit.、,33652,33652,112292
Time_to_first_Visit.夕,14760,14760,93400
Time_to_first_Visit.立,,,
Time_to_first_Visit.も,,,
Time_to_first_Visit.発,7635,7635,86275
Time_to_first_Visit.生,,,
Time_to_first_Visit.し,,,
Time_to_first_Visit.に,15543,15543,94183
Time_to_first_Visit.く,,,
Time_to_first_Visit.い,19652,19652,98292
Time_to_first_Visit.の,16002,16002,94642
Time_to_first_Visit.で,,,
Time_to_first_Visit.、,,,
Time_to_first_Visit.レ,,,
Time_to_first_Visit.ジ,,,
Time_to_first_Visit.ャ,,,
Time_to_first_Visit.ー,,,
Time_to_first_Visit.に,,,
Time_to_first_Visit.は,,,
Time_to_first_Visit.最,16527,16527,95167
Time_to_first_Visit.適,,,
Time_to_first_Visit.だ,,,
Time_to_first_Visit.と,,,
Time_to_first_Visit.い,16777,16777,95417
Time_to_first_Visit.う,,,
Time_to_first_Visit.意,,,
Time_to_first_Visit.見,,,
Time_to_first_Visit.も,16977,16977,95617
Time_to_first_Visit.あ,,,
Time_to_first_Visit.る,,,
Time_to_first_Visit.。,,,
Time_to_first_Visit.こ,20543,20543,99183
Time_to_first_Visit.れ,,,
Time_to_first_Visit.は,,,
Time_to_first_Visit.、,20702,20702,99342
Time_to_first_Visit.梅,,,
Time_to_first_Visit.雨,,,
Time_to_first_Visit.前,20885,20885,99525
Time_to_first_Visit.線,,,
Time_to_first_Visit.を,,,
Time_to_first_Visit.押,,,
Time_to_first_Visit.し,,,
Time_to_first_Visit.上,21443,21443,100083
Time_to_first_Visit.げ,,,
Time_to_first_Visit.た,,,
Time_to_first_Visit.小,,,
Time_to_first_Visit.笠,,,
Time_to_first_Visit.原,21752,21752,100392
Time_to_first_Visit.高,24010,24010,102650
Time_to_first_Visit.気,22193,22193,100833
Time_to_first_Visit.圧,,,
Time_to_first_Visit.の,24360,24360,103000
Time_to_first_Visit.強,12935,12935,91575
Time_to_first_Visit.い,268,268,78908
Time_to_first_Visit.状,13268,13268,91908
Time_to_first_Visit.態,34535,34535,113175
Time_to_first_Visit.が,22543,22543,101183
Time_to_first_Visit.、,,,
Time_to_first_Visit.小,13527,13527,92167
Time_to_first_Visit.笠,,,
Time_to_first_Visit.原,22818,22818,101458
Time_to_first_Visit.高,25243,25243,103883
Time_to_first_Visit.気,33085,33085,111725
Time_to_first_Visit.圧,28110,28110,106750
Time_to_first_Visit.の,,,
Time_to_first_Visit.活,,,
Time_to_first_Visit.動,27710,27710,106350
Time_to_first_Visit.の,29160,29160,107800
Time_to_first_Visit.強,26493,26493,105133
Time_to_first_Visit.弱,30060,30060,108700
Time_to_first_Visit.の,,,
Time_to_first_Visit.周,30902,30902,109542
Time_to_first_Visit.期,,,
Time_to_first_Visit.、,31543,31543,110183
Time_to_first_Visit.つ,,,
Time_to_first_Visit.ま,,,
Time_to_first_Visit.り,,,
Time_to_first_Visit.1,,,
Time_to_first_Visit.0,,,
Time_to_first_Visit.日,32043,32043,110683
Time_to_first_Visit.く,,,
Time_to_first_Visit.ら,,,
